"Sample_name"	"DNA_vs_RNA"	"Time_point"	"Metabolic_treatment"	"Replicate_number"	"kegg_ID"	"TPM"	"kegg_ID_custom_order"
"Nitrifying_Week4_Aerobic_rep3_RNA"	"RNA"	"Week 4"	"Aerobic"	"3"	"K00371; nitrate reductase / nitrite
oxidoreductase, beta subunit [EC:1.7.5.1
1.7.99.-]"	9.38333642618075	"K00371; nitrate reductase/nitrite oxidoreductase, beta subunit"
"Nitrifying_Week4_Ironreduction_rep1_RNA"	"RNA"	"Week 4"	"Iron reduction"	"1"	"K00371; nitrate reductase / nitrite
oxidoreductase, beta subunit [EC:1.7.5.1
1.7.99.-]"	1.63923037490203	"K00371; nitrate reductase/nitrite oxidoreductase, beta subunit"
"Nitrifying_Week4_Ironreduction_rep2_RNA"	"RNA"	"Week 4"	"Iron reduction"	"2"	"K00371; nitrate reductase / nitrite
oxidoreductase, beta subunit [EC:1.7.5.1
1.7.99.-]"	44.1211606165683	"K00371; nitrate reductase/nitrite oxidoreductase, beta subunit"
"Nitrifying_Week4_Ironreduction_rep3_RNA"	"RNA"	"Week 4"	"Iron reduction"	"3"	"K00371; nitrate reductase / nitrite
oxidoreductase, beta subunit [EC:1.7.5.1
1.7.99.-]"	6.28465177502201	"K00371; nitrate reductase/nitrite oxidoreductase, beta subunit"
"Nitrifying_Week4_Nitratereduction_rep1_RNA"	"RNA"	"Week 4"	"Nitrate reduction"	"1"	"K00371; nitrate reductase / nitrite
oxidoreductase, beta subunit [EC:1.7.5.1
1.7.99.-]"	43.2646961594182	"K00371; nitrate reductase/nitrite oxidoreductase, beta subunit"
"Nitrifying_Week4_Nitratereduction_rep2_RNA"	"RNA"	"Week 4"	"Nitrate reduction"	"2"	"K00371; nitrate reductase / nitrite
oxidoreductase, beta subunit [EC:1.7.5.1
1.7.99.-]"	42.9121132497863	"K00371; nitrate reductase/nitrite oxidoreductase, beta subunit"
"Nitrifying_Week4_Sulphatereduction_rep1_RNA"	"RNA"	"Week 4"	"Sulphate reduction"	"1"	"K00371; nitrate reductase / nitrite
oxidoreductase, beta subunit [EC:1.7.5.1
1.7.99.-]"	140.343647566864	"K00371; nitrate reductase/nitrite oxidoreductase, beta subunit"
"Nitrifying_Week4_Sulphatereduction_rep2_RNA"	"RNA"	"Week 4"	"Sulphate reduction"	"2"	"K00371; nitrate reductase / nitrite
oxidoreductase, beta subunit [EC:1.7.5.1
1.7.99.-]"	25.7792347818078	"K00371; nitrate reductase/nitrite oxidoreductase, beta subunit"
"Nitrifying_Week8_Aerobic_rep1_RNA"	"RNA"	"Week 8"	"Aerobic"	"1"	"K00371; nitrate reductase / nitrite
oxidoreductase, beta subunit [EC:1.7.5.1
1.7.99.-]"	10.1200020620279	"K00371; nitrate reductase/nitrite oxidoreductase, beta subunit"
"Nitrifying_Week8_Aerobic_rep2_RNA"	"RNA"	"Week 8"	"Aerobic"	"2"	"K00371; nitrate reductase / nitrite
oxidoreductase, beta subunit [EC:1.7.5.1
1.7.99.-]"	9.47114651122346	"K00371; nitrate reductase/nitrite oxidoreductase, beta subunit"
"Nitrifying_Week8_Aerobic_rep3_RNA"	"RNA"	"Week 8"	"Aerobic"	"3"	"K00371; nitrate reductase / nitrite
oxidoreductase, beta subunit [EC:1.7.5.1
1.7.99.-]"	4.43044114973315	"K00371; nitrate reductase/nitrite oxidoreductase, beta subunit"
"Nitrifying_Week8_Ironreduction_rep3_RNA"	"RNA"	"Week 8"	"Iron reduction"	"3"	"K00371; nitrate reductase / nitrite
oxidoreductase, beta subunit [EC:1.7.5.1
1.7.99.-]"	5.08035259393178	"K00371; nitrate reductase/nitrite oxidoreductase, beta subunit"
"Nitrifying_Week8_Nitratereduction_rep1_RNA"	"RNA"	"Week 8"	"Nitrate reduction"	"1"	"K00371; nitrate reductase / nitrite
oxidoreductase, beta subunit [EC:1.7.5.1
1.7.99.-]"	59.5079544076141	"K00371; nitrate reductase/nitrite oxidoreductase, beta subunit"
"Nitrifying_Week8_Nitratereduction_rep2_RNA"	"RNA"	"Week 8"	"Nitrate reduction"	"2"	"K00371; nitrate reductase / nitrite
oxidoreductase, beta subunit [EC:1.7.5.1
1.7.99.-]"	10.2151318009366	"K00371; nitrate reductase/nitrite oxidoreductase, beta subunit"
"Nitrifying_Week8_Sulphatereduction_rep1_RNA"	"RNA"	"Week 8"	"Sulphate reduction"	"1"	"K00371; nitrate reductase / nitrite
oxidoreductase, beta subunit [EC:1.7.5.1
1.7.99.-]"	79.9253725577752	"K00371; nitrate reductase/nitrite oxidoreductase, beta subunit"
"Nitrifying_Week8_Sulphatereduction_rep2_RNA"	"RNA"	"Week 8"	"Sulphate reduction"	"2"	"K00371; nitrate reductase / nitrite
oxidoreductase, beta subunit [EC:1.7.5.1
1.7.99.-]"	29.0301629379673	"K00371; nitrate reductase/nitrite oxidoreductase, beta subunit"
"Nitrifying_Week8_Sulphatereduction_rep3_RNA"	"RNA"	"Week 8"	"Sulphate reduction"	"3"	"K00371; nitrate reductase / nitrite
oxidoreductase, beta subunit [EC:1.7.5.1
1.7.99.-]"	35.7255003916425	"K00371; nitrate reductase/nitrite oxidoreductase, beta subunit"
"Nitrifying_Day0_rep1_DNA"	"DNA"	"Week 0"	"Inoculum"	"1"	"K00370; nitrate reductase / nitrite
oxidoreductase, alpha subunit [EC:1.7.5.1
1.7.99.-]"	98.2395119762456	"K00370; nitrate reductase/nitrite oxidoreductase, alpha subunit"
"Nitrifying_Day0_rep2_DNA"	"DNA"	"Week 0"	"Inoculum"	"2"	"K00370; nitrate reductase / nitrite
oxidoreductase, alpha subunit [EC:1.7.5.1
1.7.99.-]"	93.9314169588196	"K00370; nitrate reductase/nitrite oxidoreductase, alpha subunit"
"Nitrifying_Day0_rep3_DNA"	"DNA"	"Week 0"	"Inoculum"	"3"	"K00370; nitrate reductase / nitrite
oxidoreductase, alpha subunit [EC:1.7.5.1
1.7.99.-]"	90.7958912244251	"K00370; nitrate reductase/nitrite oxidoreductase, alpha subunit"
"Nitrifying_Week4_Aerobic_rep1_DNA"	"DNA"	"Week 4"	"Aerobic"	"1"	"K00370; nitrate reductase / nitrite
oxidoreductase, alpha subunit [EC:1.7.5.1
1.7.99.-]"	200.757744203972	"K00370; nitrate reductase/nitrite oxidoreductase, alpha subunit"
"Nitrifying_Week4_Aerobic_rep2_DNA"	"DNA"	"Week 4"	"Aerobic"	"2"	"K00370; nitrate reductase / nitrite
oxidoreductase, alpha subunit [EC:1.7.5.1
1.7.99.-]"	168.752108681191	"K00370; nitrate reductase/nitrite oxidoreductase, alpha subunit"
"Nitrifying_Week4_Aerobic_rep3_DNA"	"DNA"	"Week 4"	"Aerobic"	"3"	"K00370; nitrate reductase / nitrite
oxidoreductase, alpha subunit [EC:1.7.5.1
1.7.99.-]"	105.817131943945	"K00370; nitrate reductase/nitrite oxidoreductase, alpha subunit"
"Nitrifying_Week4_Ironreduction_rep1_DNA"	"DNA"	"Week 4"	"Iron reduction"	"1"	"K00370; nitrate reductase / nitrite
oxidoreductase, alpha subunit [EC:1.7.5.1
1.7.99.-]"	103.786331785734	"K00370; nitrate reductase/nitrite oxidoreductase, alpha subunit"
"Nitrifying_Week4_Ironreduction_rep2_DNA"	"DNA"	"Week 4"	"Iron reduction"	"2"	"K00370; nitrate reductase / nitrite
oxidoreductase, alpha subunit [EC:1.7.5.1
1.7.99.-]"	113.3190705738	"K00370; nitrate reductase/nitrite oxidoreductase, alpha subunit"
"Nitrifying_Week4_Ironreduction_rep3_DNA"	"DNA"	"Week 4"	"Iron reduction"	"3"	"K00370; nitrate reductase / nitrite
oxidoreductase, alpha subunit [EC:1.7.5.1
1.7.99.-]"	90.0256365830588	"K00370; nitrate reductase/nitrite oxidoreductase, alpha subunit"
"Nitrifying_Week4_Nitratereduction_rep1_DNA"	"DNA"	"Week 4"	"Nitrate reduction"	"1"	"K00370; nitrate reductase / nitrite
oxidoreductase, alpha subunit [EC:1.7.5.1
1.7.99.-]"	170.086114369127	"K00370; nitrate reductase/nitrite oxidoreductase, alpha subunit"
"Nitrifying_Week4_Nitratereduction_rep2_DNA"	"DNA"	"Week 4"	"Nitrate reduction"	"2"	"K00370; nitrate reductase / nitrite
oxidoreductase, alpha subunit [EC:1.7.5.1
1.7.99.-]"	140.507662210742	"K00370; nitrate reductase/nitrite oxidoreductase, alpha subunit"
"Nitrifying_Week4_Sulphatereduction_rep1_DNA"	"DNA"	"Week 4"	"Sulphate reduction"	"1"	"K00370; nitrate reductase / nitrite
oxidoreductase, alpha subunit [EC:1.7.5.1
1.7.99.-]"	114.621357347329	"K00370; nitrate reductase/nitrite oxidoreductase, alpha subunit"
"Nitrifying_Week4_Sulphatereduction_rep2_DNA"	"DNA"	"Week 4"	"Sulphate reduction"	"2"	"K00370; nitrate reductase / nitrite
oxidoreductase, alpha subunit [EC:1.7.5.1
1.7.99.-]"	166.353385021202	"K00370; nitrate reductase/nitrite oxidoreductase, alpha subunit"
"Nitrifying_Week4_Sulphatereduction_rep3_DNA"	"DNA"	"Week 4"	"Sulphate reduction"	"3"	"K00370; nitrate reductase / nitrite
oxidoreductase, alpha subunit [EC:1.7.5.1
1.7.99.-]"	157.280892033242	"K00370; nitrate reductase/nitrite oxidoreductase, alpha subunit"
"Nitrifying_Week8_Aerobic_rep1_DNA"	"DNA"	"Week 8"	"Aerobic"	"1"	"K00370; nitrate reductase / nitrite
oxidoreductase, alpha subunit [EC:1.7.5.1
1.7.99.-]"	81.5438765199357	"K00370; nitrate reductase/nitrite oxidoreductase, alpha subunit"
"Nitrifying_Week8_Aerobic_rep2_DNA"	"DNA"	"Week 8"	"Aerobic"	"2"	"K00370; nitrate reductase / nitrite
oxidoreductase, alpha subunit [EC:1.7.5.1
1.7.99.-]"	68.5863119540858	"K00370; nitrate reductase/nitrite oxidoreductase, alpha subunit"
"Nitrifying_Week8_Aerobic_rep3_DNA"	"DNA"	"Week 8"	"Aerobic"	"3"	"K00370; nitrate reductase / nitrite
oxidoreductase, alpha subunit [EC:1.7.5.1
1.7.99.-]"	59.9089407184834	"K00370; nitrate reductase/nitrite oxidoreductase, alpha subunit"
"Nitrifying_Week8_Ironreduction_rep1_DNA"	"DNA"	"Week 8"	"Iron reduction"	"1"	"K00370; nitrate reductase / nitrite
oxidoreductase, alpha subunit [EC:1.7.5.1
1.7.99.-]"	104.928338645011	"K00370; nitrate reductase/nitrite oxidoreductase, alpha subunit"
"Nitrifying_Week8_Ironreduction_rep2_DNA"	"DNA"	"Week 8"	"Iron reduction"	"2"	"K00370; nitrate reductase / nitrite
oxidoreductase, alpha subunit [EC:1.7.5.1
1.7.99.-]"	100.180779784115	"K00370; nitrate reductase/nitrite oxidoreductase, alpha subunit"
"Nitrifying_Week8_Ironreduction_rep3_DNA"	"DNA"	"Week 8"	"Iron reduction"	"3"	"K00370; nitrate reductase / nitrite
oxidoreductase, alpha subunit [EC:1.7.5.1
1.7.99.-]"	98.022720896764	"K00370; nitrate reductase/nitrite oxidoreductase, alpha subunit"
"Nitrifying_Week8_Nitratereduction_rep1_DNA"	"DNA"	"Week 8"	"Nitrate reduction"	"1"	"K00370; nitrate reductase / nitrite
oxidoreductase, alpha subunit [EC:1.7.5.1
1.7.99.-]"	159.23097983386	"K00370; nitrate reductase/nitrite oxidoreductase, alpha subunit"
"Nitrifying_Week8_Nitratereduction_rep2_DNA"	"DNA"	"Week 8"	"Nitrate reduction"	"2"	"K00370; nitrate reductase / nitrite
oxidoreductase, alpha subunit [EC:1.7.5.1
1.7.99.-]"	154.230237426494	"K00370; nitrate reductase/nitrite oxidoreductase, alpha subunit"
"Nitrifying_Week8_Nitratereduction_rep3_DNA"	"DNA"	"Week 8"	"Nitrate reduction"	"3"	"K00370; nitrate reductase / nitrite
oxidoreductase, alpha subunit [EC:1.7.5.1
1.7.99.-]"	74.905514892444	"K00370; nitrate reductase/nitrite oxidoreductase, alpha subunit"
"Nitrifying_Week8_Sulphatereduction_rep1_DNA"	"DNA"	"Week 8"	"Sulphate reduction"	"1"	"K00370; nitrate reductase / nitrite
oxidoreductase, alpha subunit [EC:1.7.5.1
1.7.99.-]"	108.615786506665	"K00370; nitrate reductase/nitrite oxidoreductase, alpha subunit"
"Nitrifying_Week8_Sulphatereduction_rep2_DNA"	"DNA"	"Week 8"	"Sulphate reduction"	"2"	"K00370; nitrate reductase / nitrite
oxidoreductase, alpha subunit [EC:1.7.5.1
1.7.99.-]"	93.8989503915424	"K00370; nitrate reductase/nitrite oxidoreductase, alpha subunit"
"Nitrifying_Week8_Sulphatereduction_rep3_DNA"	"DNA"	"Week 8"	"Sulphate reduction"	"3"	"K00370; nitrate reductase / nitrite
oxidoreductase, alpha subunit [EC:1.7.5.1
1.7.99.-]"	128.966482582414	"K00370; nitrate reductase/nitrite oxidoreductase, alpha subunit"
"Nitrifying_Day0_rep1_RNA"	"RNA"	"Week 0"	"Inoculum"	"1"	"K00370; nitrate reductase / nitrite
oxidoreductase, alpha subunit [EC:1.7.5.1
1.7.99.-]"	224.891306047653	"K00370; nitrate reductase/nitrite oxidoreductase, alpha subunit"
"Nitrifying_Day0_rep2_RNA"	"RNA"	"Week 0"	"Inoculum"	"2"	"K00370; nitrate reductase / nitrite
oxidoreductase, alpha subunit [EC:1.7.5.1
1.7.99.-]"	273.697264890073	"K00370; nitrate reductase/nitrite oxidoreductase, alpha subunit"
"Nitrifying_Day0_rep3_RNA"	"RNA"	"Week 0"	"Inoculum"	"3"	"K00370; nitrate reductase / nitrite
oxidoreductase, alpha subunit [EC:1.7.5.1
1.7.99.-]"	222.250082076861	"K00370; nitrate reductase/nitrite oxidoreductase, alpha subunit"
"Nitrifying_Week4_Aerobic_rep1_RNA"	"RNA"	"Week 4"	"Aerobic"	"1"	"K00370; nitrate reductase / nitrite
oxidoreductase, alpha subunit [EC:1.7.5.1
1.7.99.-]"	64.1351417964553	"K00370; nitrate reductase/nitrite oxidoreductase, alpha subunit"
"Nitrifying_Week4_Aerobic_rep2_RNA"	"RNA"	"Week 4"	"Aerobic"	"2"	"K00370; nitrate reductase / nitrite
oxidoreductase, alpha subunit [EC:1.7.5.1
1.7.99.-]"	7.10765854057824	"K00370; nitrate reductase/nitrite oxidoreductase, alpha subunit"
"Nitrifying_Week4_Aerobic_rep3_RNA"	"RNA"	"Week 4"	"Aerobic"	"3"	"K00370; nitrate reductase / nitrite
oxidoreductase, alpha subunit [EC:1.7.5.1
1.7.99.-]"	16.417384191751	"K00370; nitrate reductase/nitrite oxidoreductase, alpha subunit"
"Nitrifying_Week4_Ironreduction_rep1_RNA"	"RNA"	"Week 4"	"Iron reduction"	"1"	"K00370; nitrate reductase / nitrite
oxidoreductase, alpha subunit [EC:1.7.5.1
1.7.99.-]"	0.235575033104536	"K00370; nitrate reductase/nitrite oxidoreductase, alpha subunit"
"Nitrifying_Week4_Ironreduction_rep2_RNA"	"RNA"	"Week 4"	"Iron reduction"	"2"	"K00370; nitrate reductase / nitrite
oxidoreductase, alpha subunit [EC:1.7.5.1
1.7.99.-]"	12.7505003031496	"K00370; nitrate reductase/nitrite oxidoreductase, alpha subunit"
"Nitrifying_Week4_Ironreduction_rep3_RNA"	"RNA"	"Week 4"	"Iron reduction"	"3"	"K00370; nitrate reductase / nitrite
oxidoreductase, alpha subunit [EC:1.7.5.1
1.7.99.-]"	1.79369517361268	"K00370; nitrate reductase/nitrite oxidoreductase, alpha subunit"
"Nitrifying_Week4_Nitratereduction_rep1_RNA"	"RNA"	"Week 4"	"Nitrate reduction"	"1"	"K00370; nitrate reductase / nitrite
oxidoreductase, alpha subunit [EC:1.7.5.1
1.7.99.-]"	16.1939607023003	"K00370; nitrate reductase/nitrite oxidoreductase, alpha subunit"
"Nitrifying_Week4_Nitratereduction_rep2_RNA"	"RNA"	"Week 4"	"Nitrate reduction"	"2"	"K00370; nitrate reductase / nitrite
oxidoreductase, alpha subunit [EC:1.7.5.1
1.7.99.-]"	13.6262135543146	"K00370; nitrate reductase/nitrite oxidoreductase, alpha subunit"
"Nitrifying_Week4_Sulphatereduction_rep1_RNA"	"RNA"	"Week 4"	"Sulphate reduction"	"1"	"K00370; nitrate reductase / nitrite
oxidoreductase, alpha subunit [EC:1.7.5.1
1.7.99.-]"	34.4928468738037	"K00370; nitrate reductase/nitrite oxidoreductase, alpha subunit"
"Nitrifying_Week4_Sulphatereduction_rep2_RNA"	"RNA"	"Week 4"	"Sulphate reduction"	"2"	"K00370; nitrate reductase / nitrite
oxidoreductase, alpha subunit [EC:1.7.5.1
1.7.99.-]"	5.67608128758891	"K00370; nitrate reductase/nitrite oxidoreductase, alpha subunit"
"Nitrifying_Week8_Aerobic_rep1_RNA"	"RNA"	"Week 8"	"Aerobic"	"1"	"K00370; nitrate reductase / nitrite
oxidoreductase, alpha subunit [EC:1.7.5.1
1.7.99.-]"	2.47222140557167	"K00370; nitrate reductase/nitrite oxidoreductase, alpha subunit"
"Nitrifying_Week8_Aerobic_rep2_RNA"	"RNA"	"Week 8"	"Aerobic"	"2"	"K00370; nitrate reductase / nitrite
oxidoreductase, alpha subunit [EC:1.7.5.1
1.7.99.-]"	2.04129962696106	"K00370; nitrate reductase/nitrite oxidoreductase, alpha subunit"
"Nitrifying_Week8_Aerobic_rep3_RNA"	"RNA"	"Week 8"	"Aerobic"	"3"	"K00370; nitrate reductase / nitrite
oxidoreductase, alpha subunit [EC:1.7.5.1
1.7.99.-]"	5.57622990779009	"K00370; nitrate reductase/nitrite oxidoreductase, alpha subunit"
"Nitrifying_Week8_Ironreduction_rep3_RNA"	"RNA"	"Week 8"	"Iron reduction"	"3"	"K00370; nitrate reductase / nitrite
oxidoreductase, alpha subunit [EC:1.7.5.1
1.7.99.-]"	1.6007619859578	"K00370; nitrate reductase/nitrite oxidoreductase, alpha subunit"
"Nitrifying_Week8_Nitratereduction_rep1_RNA"	"RNA"	"Week 8"	"Nitrate reduction"	"1"	"K00370; nitrate reductase / nitrite
oxidoreductase, alpha subunit [EC:1.7.5.1
1.7.99.-]"	19.6059030439696	"K00370; nitrate reductase/nitrite oxidoreductase, alpha subunit"
"Nitrifying_Week8_Nitratereduction_rep2_RNA"	"RNA"	"Week 8"	"Nitrate reduction"	"2"	"K00370; nitrate reductase / nitrite
oxidoreductase, alpha subunit [EC:1.7.5.1
1.7.99.-]"	7.46346447739217	"K00370; nitrate reductase/nitrite oxidoreductase, alpha subunit"
"Nitrifying_Week8_Sulphatereduction_rep1_RNA"	"RNA"	"Week 8"	"Sulphate reduction"	"1"	"K00370; nitrate reductase / nitrite
oxidoreductase, alpha subunit [EC:1.7.5.1
1.7.99.-]"	15.726749044876	"K00370; nitrate reductase/nitrite oxidoreductase, alpha subunit"
"Nitrifying_Week8_Sulphatereduction_rep2_RNA"	"RNA"	"Week 8"	"Sulphate reduction"	"2"	"K00370; nitrate reductase / nitrite
oxidoreductase, alpha subunit [EC:1.7.5.1
1.7.99.-]"	7.55904160185607	"K00370; nitrate reductase/nitrite oxidoreductase, alpha subunit"
"Nitrifying_Week8_Sulphatereduction_rep3_RNA"	"RNA"	"Week 8"	"Sulphate reduction"	"3"	"K00370; nitrate reductase / nitrite
oxidoreductase, alpha subunit [EC:1.7.5.1
1.7.99.-]"	5.80583348703121	"K00370; nitrate reductase/nitrite oxidoreductase, alpha subunit"
"Nitrifying_Day0_rep1_DNA"	"DNA"	"Week 0"	"Inoculum"	"1"	"K00368; nitrite reductase (NO-forming)
[EC:1.7.2.1]"	325.356993267479	"K00368; nitrite reductase (NO-forming)"
"Nitrifying_Day0_rep2_DNA"	"DNA"	"Week 0"	"Inoculum"	"2"	"K00368; nitrite reductase (NO-forming)
[EC:1.7.2.1]"	323.326535361459	"K00368; nitrite reductase (NO-forming)"
"Nitrifying_Day0_rep3_DNA"	"DNA"	"Week 0"	"Inoculum"	"3"	"K00368; nitrite reductase (NO-forming)
[EC:1.7.2.1]"	329.500676818532	"K00368; nitrite reductase (NO-forming)"
"Nitrifying_Week4_Aerobic_rep1_DNA"	"DNA"	"Week 4"	"Aerobic"	"1"	"K00368; nitrite reductase (NO-forming)
[EC:1.7.2.1]"	412.253758944303	"K00368; nitrite reductase (NO-forming)"
"Nitrifying_Week4_Aerobic_rep2_DNA"	"DNA"	"Week 4"	"Aerobic"	"2"	"K00368; nitrite reductase (NO-forming)
[EC:1.7.2.1]"	221.109446537762	"K00368; nitrite reductase (NO-forming)"
"Nitrifying_Week4_Aerobic_rep3_DNA"	"DNA"	"Week 4"	"Aerobic"	"3"	"K00368; nitrite reductase (NO-forming)
[EC:1.7.2.1]"	174.185161849584	"K00368; nitrite reductase (NO-forming)"
"Nitrifying_Week4_Ironreduction_rep1_DNA"	"DNA"	"Week 4"	"Iron reduction"	"1"	"K00368; nitrite reductase (NO-forming)
[EC:1.7.2.1]"	268.405485289268	"K00368; nitrite reductase (NO-forming)"
"Nitrifying_Week4_Ironreduction_rep2_DNA"	"DNA"	"Week 4"	"Iron reduction"	"2"	"K00368; nitrite reductase (NO-forming)
[EC:1.7.2.1]"	266.018629833717	"K00368; nitrite reductase (NO-forming)"
"Nitrifying_Week4_Ironreduction_rep3_DNA"	"DNA"	"Week 4"	"Iron reduction"	"3"	"K00368; nitrite reductase (NO-forming)
[EC:1.7.2.1]"	331.352679426271	"K00368; nitrite reductase (NO-forming)"
"Nitrifying_Week4_Nitratereduction_rep1_DNA"	"DNA"	"Week 4"	"Nitrate reduction"	"1"	"K00368; nitrite reductase (NO-forming)
[EC:1.7.2.1]"	186.227143572146	"K00368; nitrite reductase (NO-forming)"
"Nitrifying_Week4_Nitratereduction_rep2_DNA"	"DNA"	"Week 4"	"Nitrate reduction"	"2"	"K00368; nitrite reductase (NO-forming)
[EC:1.7.2.1]"	209.965094226749	"K00368; nitrite reductase (NO-forming)"
"Nitrifying_Week4_Sulphatereduction_rep1_DNA"	"DNA"	"Week 4"	"Sulphate reduction"	"1"	"K00368; nitrite reductase (NO-forming)
[EC:1.7.2.1]"	265.590993523212	"K00368; nitrite reductase (NO-forming)"
"Nitrifying_Week4_Sulphatereduction_rep2_DNA"	"DNA"	"Week 4"	"Sulphate reduction"	"2"	"K00368; nitrite reductase (NO-forming)
[EC:1.7.2.1]"	211.588955844601	"K00368; nitrite reductase (NO-forming)"
"Nitrifying_Week4_Sulphatereduction_rep3_DNA"	"DNA"	"Week 4"	"Sulphate reduction"	"3"	"K00368; nitrite reductase (NO-forming)
[EC:1.7.2.1]"	163.681736263058	"K00368; nitrite reductase (NO-forming)"
"Nitrifying_Week8_Aerobic_rep1_DNA"	"DNA"	"Week 8"	"Aerobic"	"1"	"K00368; nitrite reductase (NO-forming)
[EC:1.7.2.1]"	231.793645459273	"K00368; nitrite reductase (NO-forming)"
"Nitrifying_Week8_Aerobic_rep2_DNA"	"DNA"	"Week 8"	"Aerobic"	"2"	"K00368; nitrite reductase (NO-forming)
[EC:1.7.2.1]"	233.765653629483	"K00368; nitrite reductase (NO-forming)"
"Nitrifying_Week8_Aerobic_rep3_DNA"	"DNA"	"Week 8"	"Aerobic"	"3"	"K00368; nitrite reductase (NO-forming)
[EC:1.7.2.1]"	81.4025820819658	"K00368; nitrite reductase (NO-forming)"
"Nitrifying_Week8_Ironreduction_rep1_DNA"	"DNA"	"Week 8"	"Iron reduction"	"1"	"K00368; nitrite reductase (NO-forming)
[EC:1.7.2.1]"	276.361384293225	"K00368; nitrite reductase (NO-forming)"
"Nitrifying_Week8_Ironreduction_rep2_DNA"	"DNA"	"Week 8"	"Iron reduction"	"2"	"K00368; nitrite reductase (NO-forming)
[EC:1.7.2.1]"	267.771731918576	"K00368; nitrite reductase (NO-forming)"
"Nitrifying_Week8_Ironreduction_rep3_DNA"	"DNA"	"Week 8"	"Iron reduction"	"3"	"K00368; nitrite reductase (NO-forming)
[EC:1.7.2.1]"	335.941284477576	"K00368; nitrite reductase (NO-forming)"
"Nitrifying_Week8_Nitratereduction_rep1_DNA"	"DNA"	"Week 8"	"Nitrate reduction"	"1"	"K00368; nitrite reductase (NO-forming)
[EC:1.7.2.1]"	168.807944265248	"K00368; nitrite reductase (NO-forming)"
"Nitrifying_Week8_Nitratereduction_rep2_DNA"	"DNA"	"Week 8"	"Nitrate reduction"	"2"	"K00368; nitrite reductase (NO-forming)
[EC:1.7.2.1]"	164.658764634364	"K00368; nitrite reductase (NO-forming)"
"Nitrifying_Week8_Nitratereduction_rep3_DNA"	"DNA"	"Week 8"	"Nitrate reduction"	"3"	"K00368; nitrite reductase (NO-forming)
[EC:1.7.2.1]"	247.518503956778	"K00368; nitrite reductase (NO-forming)"
"Nitrifying_Week8_Sulphatereduction_rep1_DNA"	"DNA"	"Week 8"	"Sulphate reduction"	"1"	"K00368; nitrite reductase (NO-forming)
[EC:1.7.2.1]"	289.101034657245	"K00368; nitrite reductase (NO-forming)"
"Nitrifying_Week8_Sulphatereduction_rep2_DNA"	"DNA"	"Week 8"	"Sulphate reduction"	"2"	"K00368; nitrite reductase (NO-forming)
[EC:1.7.2.1]"	309.075603071845	"K00368; nitrite reductase (NO-forming)"
"Nitrifying_Week8_Sulphatereduction_rep3_DNA"	"DNA"	"Week 8"	"Sulphate reduction"	"3"	"K00368; nitrite reductase (NO-forming)
[EC:1.7.2.1]"	270.619542987941	"K00368; nitrite reductase (NO-forming)"
"Nitrifying_Day0_rep1_RNA"	"RNA"	"Week 0"	"Inoculum"	"1"	"K00368; nitrite reductase (NO-forming)
[EC:1.7.2.1]"	123.055813552225	"K00368; nitrite reductase (NO-forming)"
"Nitrifying_Day0_rep2_RNA"	"RNA"	"Week 0"	"Inoculum"	"2"	"K00368; nitrite reductase (NO-forming)
[EC:1.7.2.1]"	204.723415766339	"K00368; nitrite reductase (NO-forming)"
"Nitrifying_Day0_rep3_RNA"	"RNA"	"Week 0"	"Inoculum"	"3"	"K00368; nitrite reductase (NO-forming)
[EC:1.7.2.1]"	110.859838188967	"K00368; nitrite reductase (NO-forming)"
"Nitrifying_Week4_Aerobic_rep1_RNA"	"RNA"	"Week 4"	"Aerobic"	"1"	"K00368; nitrite reductase (NO-forming)
[EC:1.7.2.1]"	714.025224953792	"K00368; nitrite reductase (NO-forming)"
"Nitrifying_Week4_Aerobic_rep2_RNA"	"RNA"	"Week 4"	"Aerobic"	"2"	"K00368; nitrite reductase (NO-forming)
[EC:1.7.2.1]"	60.1110372194907	"K00368; nitrite reductase (NO-forming)"
"Nitrifying_Week4_Aerobic_rep3_RNA"	"RNA"	"Week 4"	"Aerobic"	"3"	"K00368; nitrite reductase (NO-forming)
[EC:1.7.2.1]"	243.89871189183	"K00368; nitrite reductase (NO-forming)"
"Nitrifying_Week4_Ironreduction_rep1_RNA"	"RNA"	"Week 4"	"Iron reduction"	"1"	"K00368; nitrite reductase (NO-forming)
[EC:1.7.2.1]"	43.8601198820758	"K00368; nitrite reductase (NO-forming)"
"Nitrifying_Week4_Ironreduction_rep2_RNA"	"RNA"	"Week 4"	"Iron reduction"	"2"	"K00368; nitrite reductase (NO-forming)
[EC:1.7.2.1]"	2453.39043816647	"K00368; nitrite reductase (NO-forming)"
"Nitrifying_Week4_Ironreduction_rep3_RNA"	"RNA"	"Week 4"	"Iron reduction"	"3"	"K00368; nitrite reductase (NO-forming)
[EC:1.7.2.1]"	119.146127494092	"K00368; nitrite reductase (NO-forming)"
"Nitrifying_Week4_Nitratereduction_rep1_RNA"	"RNA"	"Week 4"	"Nitrate reduction"	"1"	"K00368; nitrite reductase (NO-forming)
[EC:1.7.2.1]"	1256.2744090785	"K00368; nitrite reductase (NO-forming)"
