"Sample_name"	"DNA_vs_RNA"	"Time_point"	"Metabolic_treatment"	"Replicate_number"	"kegg_ID"	"TPM"	"kegg_ID_custom_order"
"Nitrifying_Day0_rep2_DNA"	"DNA"	"Week 0"	"Inoculum"	"2"	"K03385; nitrite reductase (cytochrome c-552)
[EC:1.7.2.2]"	1.56422300566178	"K03385; nitrite reductase (cytochrome c-552)"
"Nitrifying_Day0_rep3_DNA"	"DNA"	"Week 0"	"Inoculum"	"3"	"K03385; nitrite reductase (cytochrome c-552)
[EC:1.7.2.2]"	0.958402995386803	"K03385; nitrite reductase (cytochrome c-552)"
"Nitrifying_Week4_Aerobic_rep1_DNA"	"DNA"	"Week 4"	"Aerobic"	"1"	"K03385; nitrite reductase (cytochrome c-552)
[EC:1.7.2.2]"	0	"K03385; nitrite reductase (cytochrome c-552)"
"Nitrifying_Week4_Aerobic_rep2_DNA"	"DNA"	"Week 4"	"Aerobic"	"2"	"K03385; nitrite reductase (cytochrome c-552)
[EC:1.7.2.2]"	1.40111488315328	"K03385; nitrite reductase (cytochrome c-552)"
"Nitrifying_Week4_Aerobic_rep3_DNA"	"DNA"	"Week 4"	"Aerobic"	"3"	"K03385; nitrite reductase (cytochrome c-552)
[EC:1.7.2.2]"	1.755553724295	"K03385; nitrite reductase (cytochrome c-552)"
"Nitrifying_Week4_Ironreduction_rep1_DNA"	"DNA"	"Week 4"	"Iron reduction"	"1"	"K03385; nitrite reductase (cytochrome c-552)
[EC:1.7.2.2]"	1.81268139458481	"K03385; nitrite reductase (cytochrome c-552)"
"Nitrifying_Week4_Ironreduction_rep2_DNA"	"DNA"	"Week 4"	"Iron reduction"	"2"	"K03385; nitrite reductase (cytochrome c-552)
[EC:1.7.2.2]"	10.506314358265	"K03385; nitrite reductase (cytochrome c-552)"
"Nitrifying_Week4_Ironreduction_rep3_DNA"	"DNA"	"Week 4"	"Iron reduction"	"3"	"K03385; nitrite reductase (cytochrome c-552)
[EC:1.7.2.2]"	5.06773417801601	"K03385; nitrite reductase (cytochrome c-552)"
"Nitrifying_Week4_Nitratereduction_rep1_DNA"	"DNA"	"Week 4"	"Nitrate reduction"	"1"	"K03385; nitrite reductase (cytochrome c-552)
[EC:1.7.2.2]"	50.7718515489216	"K03385; nitrite reductase (cytochrome c-552)"
"Nitrifying_Week4_Nitratereduction_rep2_DNA"	"DNA"	"Week 4"	"Nitrate reduction"	"2"	"K03385; nitrite reductase (cytochrome c-552)
[EC:1.7.2.2]"	30.2386890238438	"K03385; nitrite reductase (cytochrome c-552)"
"Nitrifying_Week4_Sulphatereduction_rep1_DNA"	"DNA"	"Week 4"	"Sulphate reduction"	"1"	"K03385; nitrite reductase (cytochrome c-552)
[EC:1.7.2.2]"	26.8215264625479	"K03385; nitrite reductase (cytochrome c-552)"
"Nitrifying_Week4_Sulphatereduction_rep2_DNA"	"DNA"	"Week 4"	"Sulphate reduction"	"2"	"K03385; nitrite reductase (cytochrome c-552)
[EC:1.7.2.2]"	41.1595712987745	"K03385; nitrite reductase (cytochrome c-552)"
"Nitrifying_Week4_Sulphatereduction_rep3_DNA"	"DNA"	"Week 4"	"Sulphate reduction"	"3"	"K03385; nitrite reductase (cytochrome c-552)
[EC:1.7.2.2]"	70.2999291766743	"K03385; nitrite reductase (cytochrome c-552)"
"Nitrifying_Week8_Aerobic_rep1_DNA"	"DNA"	"Week 8"	"Aerobic"	"1"	"K03385; nitrite reductase (cytochrome c-552)
[EC:1.7.2.2]"	0.51002210913608	"K03385; nitrite reductase (cytochrome c-552)"
"Nitrifying_Week8_Aerobic_rep2_DNA"	"DNA"	"Week 8"	"Aerobic"	"2"	"K03385; nitrite reductase (cytochrome c-552)
[EC:1.7.2.2]"	0.673756133967032	"K03385; nitrite reductase (cytochrome c-552)"
"Nitrifying_Week8_Aerobic_rep3_DNA"	"DNA"	"Week 8"	"Aerobic"	"3"	"K03385; nitrite reductase (cytochrome c-552)
[EC:1.7.2.2]"	3.43670268314896	"K03385; nitrite reductase (cytochrome c-552)"
"Nitrifying_Week8_Ironreduction_rep1_DNA"	"DNA"	"Week 8"	"Iron reduction"	"1"	"K03385; nitrite reductase (cytochrome c-552)
[EC:1.7.2.2]"	1.12530847469604	"K03385; nitrite reductase (cytochrome c-552)"
"Nitrifying_Week8_Ironreduction_rep2_DNA"	"DNA"	"Week 8"	"Iron reduction"	"2"	"K03385; nitrite reductase (cytochrome c-552)
[EC:1.7.2.2]"	1.12496128902052	"K03385; nitrite reductase (cytochrome c-552)"
"Nitrifying_Week8_Ironreduction_rep3_DNA"	"DNA"	"Week 8"	"Iron reduction"	"3"	"K03385; nitrite reductase (cytochrome c-552)
[EC:1.7.2.2]"	3.43522913302224	"K03385; nitrite reductase (cytochrome c-552)"
"Nitrifying_Week8_Nitratereduction_rep1_DNA"	"DNA"	"Week 8"	"Nitrate reduction"	"1"	"K03385; nitrite reductase (cytochrome c-552)
[EC:1.7.2.2]"	56.8663992691979	"K03385; nitrite reductase (cytochrome c-552)"
"Nitrifying_Week8_Nitratereduction_rep2_DNA"	"DNA"	"Week 8"	"Nitrate reduction"	"2"	"K03385; nitrite reductase (cytochrome c-552)
[EC:1.7.2.2]"	52.0419000681095	"K03385; nitrite reductase (cytochrome c-552)"
"Nitrifying_Week8_Nitratereduction_rep3_DNA"	"DNA"	"Week 8"	"Nitrate reduction"	"3"	"K03385; nitrite reductase (cytochrome c-552)
[EC:1.7.2.2]"	27.8443366636603	"K03385; nitrite reductase (cytochrome c-552)"
"Nitrifying_Week8_Sulphatereduction_rep1_DNA"	"DNA"	"Week 8"	"Sulphate reduction"	"1"	"K03385; nitrite reductase (cytochrome c-552)
[EC:1.7.2.2]"	24.4453261391815	"K03385; nitrite reductase (cytochrome c-552)"
"Nitrifying_Week8_Sulphatereduction_rep2_DNA"	"DNA"	"Week 8"	"Sulphate reduction"	"2"	"K03385; nitrite reductase (cytochrome c-552)
[EC:1.7.2.2]"	15.5657757141094	"K03385; nitrite reductase (cytochrome c-552)"
"Nitrifying_Week8_Sulphatereduction_rep3_DNA"	"DNA"	"Week 8"	"Sulphate reduction"	"3"	"K03385; nitrite reductase (cytochrome c-552)
[EC:1.7.2.2]"	31.2813199268466	"K03385; nitrite reductase (cytochrome c-552)"
"Nitrifying_Day0_rep1_RNA"	"RNA"	"Week 0"	"Inoculum"	"1"	"K03385; nitrite reductase (cytochrome c-552)
[EC:1.7.2.2]"	0.652308259109396	"K03385; nitrite reductase (cytochrome c-552)"
"Nitrifying_Day0_rep2_RNA"	"RNA"	"Week 0"	"Inoculum"	"2"	"K03385; nitrite reductase (cytochrome c-552)
[EC:1.7.2.2]"	1.73669920614573	"K03385; nitrite reductase (cytochrome c-552)"
"Nitrifying_Day0_rep3_RNA"	"RNA"	"Week 0"	"Inoculum"	"3"	"K03385; nitrite reductase (cytochrome c-552)
[EC:1.7.2.2]"	1.4969502134067	"K03385; nitrite reductase (cytochrome c-552)"
"Nitrifying_Week4_Aerobic_rep1_RNA"	"RNA"	"Week 4"	"Aerobic"	"1"	"K03385; nitrite reductase (cytochrome c-552)
[EC:1.7.2.2]"	0.22788679711487	"K03385; nitrite reductase (cytochrome c-552)"
"Nitrifying_Week4_Aerobic_rep2_RNA"	"RNA"	"Week 4"	"Aerobic"	"2"	"K03385; nitrite reductase (cytochrome c-552)
[EC:1.7.2.2]"	0.0816568909764823	"K03385; nitrite reductase (cytochrome c-552)"
"Nitrifying_Week4_Aerobic_rep3_RNA"	"RNA"	"Week 4"	"Aerobic"	"3"	"K03385; nitrite reductase (cytochrome c-552)
[EC:1.7.2.2]"	0.390536238672633	"K03385; nitrite reductase (cytochrome c-552)"
"Nitrifying_Week4_Ironreduction_rep1_RNA"	"RNA"	"Week 4"	"Iron reduction"	"1"	"K03385; nitrite reductase (cytochrome c-552)
[EC:1.7.2.2]"	0.548802011030629	"K03385; nitrite reductase (cytochrome c-552)"
"Nitrifying_Week4_Ironreduction_rep2_RNA"	"RNA"	"Week 4"	"Iron reduction"	"2"	"K03385; nitrite reductase (cytochrome c-552)
[EC:1.7.2.2]"	240.620374416395	"K03385; nitrite reductase (cytochrome c-552)"
"Nitrifying_Week4_Ironreduction_rep3_RNA"	"RNA"	"Week 4"	"Iron reduction"	"3"	"K03385; nitrite reductase (cytochrome c-552)
[EC:1.7.2.2]"	3.99905916747405	"K03385; nitrite reductase (cytochrome c-552)"
"Nitrifying_Week4_Nitratereduction_rep1_RNA"	"RNA"	"Week 4"	"Nitrate reduction"	"1"	"K03385; nitrite reductase (cytochrome c-552)
[EC:1.7.2.2]"	283.179363822292	"K03385; nitrite reductase (cytochrome c-552)"
"Nitrifying_Week4_Nitratereduction_rep2_RNA"	"RNA"	"Week 4"	"Nitrate reduction"	"2"	"K03385; nitrite reductase (cytochrome c-552)
[EC:1.7.2.2]"	122.557566393591	"K03385; nitrite reductase (cytochrome c-552)"
"Nitrifying_Week4_Sulphatereduction_rep1_RNA"	"RNA"	"Week 4"	"Sulphate reduction"	"1"	"K03385; nitrite reductase (cytochrome c-552)
[EC:1.7.2.2]"	123.025897911055	"K03385; nitrite reductase (cytochrome c-552)"
"Nitrifying_Week4_Sulphatereduction_rep2_RNA"	"RNA"	"Week 4"	"Sulphate reduction"	"2"	"K03385; nitrite reductase (cytochrome c-552)
[EC:1.7.2.2]"	152.802661434651	"K03385; nitrite reductase (cytochrome c-552)"
"Nitrifying_Week8_Aerobic_rep1_RNA"	"RNA"	"Week 8"	"Aerobic"	"1"	"K03385; nitrite reductase (cytochrome c-552)
[EC:1.7.2.2]"	0	"K03385; nitrite reductase (cytochrome c-552)"
"Nitrifying_Week8_Aerobic_rep2_RNA"	"RNA"	"Week 8"	"Aerobic"	"2"	"K03385; nitrite reductase (cytochrome c-552)
[EC:1.7.2.2]"	0.112674357946378	"K03385; nitrite reductase (cytochrome c-552)"
"Nitrifying_Week8_Aerobic_rep3_RNA"	"RNA"	"Week 8"	"Aerobic"	"3"	"K03385; nitrite reductase (cytochrome c-552)
[EC:1.7.2.2]"	0.133844705977695	"K03385; nitrite reductase (cytochrome c-552)"
"Nitrifying_Week8_Ironreduction_rep3_RNA"	"RNA"	"Week 8"	"Iron reduction"	"3"	"K03385; nitrite reductase (cytochrome c-552)
[EC:1.7.2.2]"	0.266612898677541	"K03385; nitrite reductase (cytochrome c-552)"
"Nitrifying_Week8_Nitratereduction_rep1_RNA"	"RNA"	"Week 8"	"Nitrate reduction"	"1"	"K03385; nitrite reductase (cytochrome c-552)
[EC:1.7.2.2]"	334.990226004134	"K03385; nitrite reductase (cytochrome c-552)"
"Nitrifying_Week8_Nitratereduction_rep2_RNA"	"RNA"	"Week 8"	"Nitrate reduction"	"2"	"K03385; nitrite reductase (cytochrome c-552)
[EC:1.7.2.2]"	17.4590993832139	"K03385; nitrite reductase (cytochrome c-552)"
"Nitrifying_Week8_Sulphatereduction_rep1_RNA"	"RNA"	"Week 8"	"Sulphate reduction"	"1"	"K03385; nitrite reductase (cytochrome c-552)
[EC:1.7.2.2]"	31.8591870304127	"K03385; nitrite reductase (cytochrome c-552)"
"Nitrifying_Week8_Sulphatereduction_rep2_RNA"	"RNA"	"Week 8"	"Sulphate reduction"	"2"	"K03385; nitrite reductase (cytochrome c-552)
[EC:1.7.2.2]"	214.198244132112	"K03385; nitrite reductase (cytochrome c-552)"
"Nitrifying_Week8_Sulphatereduction_rep3_RNA"	"RNA"	"Week 8"	"Sulphate reduction"	"3"	"K03385; nitrite reductase (cytochrome c-552)
[EC:1.7.2.2]"	172.779113190618	"K03385; nitrite reductase (cytochrome c-552)"
"Nitrifying_Day0_rep1_DNA"	"DNA"	"Week 0"	"Inoculum"	"1"	"K04561; nitric oxide reductase subunit B
[EC:1.7.2.5]"	186.578203616821	"K04561; nitric oxide reductase subunit B"
"Nitrifying_Day0_rep2_DNA"	"DNA"	"Week 0"	"Inoculum"	"2"	"K04561; nitric oxide reductase subunit B
[EC:1.7.2.5]"	195.244119991701	"K04561; nitric oxide reductase subunit B"
"Nitrifying_Day0_rep3_DNA"	"DNA"	"Week 0"	"Inoculum"	"3"	"K04561; nitric oxide reductase subunit B
[EC:1.7.2.5]"	183.595554135191	"K04561; nitric oxide reductase subunit B"
"Nitrifying_Week4_Aerobic_rep1_DNA"	"DNA"	"Week 4"	"Aerobic"	"1"	"K04561; nitric oxide reductase subunit B
[EC:1.7.2.5]"	64.2175187094839	"K04561; nitric oxide reductase subunit B"
"Nitrifying_Week4_Aerobic_rep2_DNA"	"DNA"	"Week 4"	"Aerobic"	"2"	"K04561; nitric oxide reductase subunit B
[EC:1.7.2.5]"	138.056807400981	"K04561; nitric oxide reductase subunit B"
"Nitrifying_Week4_Aerobic_rep3_DNA"	"DNA"	"Week 4"	"Aerobic"	"3"	"K04561; nitric oxide reductase subunit B
[EC:1.7.2.5]"	64.8424456059166	"K04561; nitric oxide reductase subunit B"
"Nitrifying_Week4_Ironreduction_rep1_DNA"	"DNA"	"Week 4"	"Iron reduction"	"1"	"K04561; nitric oxide reductase subunit B
[EC:1.7.2.5]"	158.011045343813	"K04561; nitric oxide reductase subunit B"
"Nitrifying_Week4_Ironreduction_rep2_DNA"	"DNA"	"Week 4"	"Iron reduction"	"2"	"K04561; nitric oxide reductase subunit B
[EC:1.7.2.5]"	172.437036979554	"K04561; nitric oxide reductase subunit B"
"Nitrifying_Week4_Ironreduction_rep3_DNA"	"DNA"	"Week 4"	"Iron reduction"	"3"	"K04561; nitric oxide reductase subunit B
[EC:1.7.2.5]"	176.105491186959	"K04561; nitric oxide reductase subunit B"
"Nitrifying_Week4_Nitratereduction_rep1_DNA"	"DNA"	"Week 4"	"Nitrate reduction"	"1"	"K04561; nitric oxide reductase subunit B
[EC:1.7.2.5]"	213.893173315276	"K04561; nitric oxide reductase subunit B"
"Nitrifying_Week4_Nitratereduction_rep2_DNA"	"DNA"	"Week 4"	"Nitrate reduction"	"2"	"K04561; nitric oxide reductase subunit B
[EC:1.7.2.5]"	189.983151821822	"K04561; nitric oxide reductase subunit B"
"Nitrifying_Week4_Sulphatereduction_rep1_DNA"	"DNA"	"Week 4"	"Sulphate reduction"	"1"	"K04561; nitric oxide reductase subunit B
[EC:1.7.2.5]"	190.411362359477	"K04561; nitric oxide reductase subunit B"
"Nitrifying_Week4_Sulphatereduction_rep2_DNA"	"DNA"	"Week 4"	"Sulphate reduction"	"2"	"K04561; nitric oxide reductase subunit B
[EC:1.7.2.5]"	207.213538149187	"K04561; nitric oxide reductase subunit B"
"Nitrifying_Week4_Sulphatereduction_rep3_DNA"	"DNA"	"Week 4"	"Sulphate reduction"	"3"	"K04561; nitric oxide reductase subunit B
[EC:1.7.2.5]"	247.848726427042	"K04561; nitric oxide reductase subunit B"
"Nitrifying_Week8_Aerobic_rep1_DNA"	"DNA"	"Week 8"	"Aerobic"	"1"	"K04561; nitric oxide reductase subunit B
[EC:1.7.2.5]"	103.446684221677	"K04561; nitric oxide reductase subunit B"
"Nitrifying_Week8_Aerobic_rep2_DNA"	"DNA"	"Week 8"	"Aerobic"	"2"	"K04561; nitric oxide reductase subunit B
[EC:1.7.2.5]"	113.100935878889	"K04561; nitric oxide reductase subunit B"
"Nitrifying_Week8_Aerobic_rep3_DNA"	"DNA"	"Week 8"	"Aerobic"	"3"	"K04561; nitric oxide reductase subunit B
[EC:1.7.2.5]"	104.866704096039	"K04561; nitric oxide reductase subunit B"
"Nitrifying_Week8_Ironreduction_rep1_DNA"	"DNA"	"Week 8"	"Iron reduction"	"1"	"K04561; nitric oxide reductase subunit B
[EC:1.7.2.5]"	153.249939663795	"K04561; nitric oxide reductase subunit B"
"Nitrifying_Week8_Ironreduction_rep2_DNA"	"DNA"	"Week 8"	"Iron reduction"	"2"	"K04561; nitric oxide reductase subunit B
[EC:1.7.2.5]"	134.446390424262	"K04561; nitric oxide reductase subunit B"
"Nitrifying_Week8_Ironreduction_rep3_DNA"	"DNA"	"Week 8"	"Iron reduction"	"3"	"K04561; nitric oxide reductase subunit B
[EC:1.7.2.5]"	188.860384783008	"K04561; nitric oxide reductase subunit B"
"Nitrifying_Week8_Nitratereduction_rep1_DNA"	"DNA"	"Week 8"	"Nitrate reduction"	"1"	"K04561; nitric oxide reductase subunit B
[EC:1.7.2.5]"	216.94619497639	"K04561; nitric oxide reductase subunit B"
"Nitrifying_Week8_Nitratereduction_rep2_DNA"	"DNA"	"Week 8"	"Nitrate reduction"	"2"	"K04561; nitric oxide reductase subunit B
[EC:1.7.2.5]"	225.553361588417	"K04561; nitric oxide reductase subunit B"
"Nitrifying_Week8_Nitratereduction_rep3_DNA"	"DNA"	"Week 8"	"Nitrate reduction"	"3"	"K04561; nitric oxide reductase subunit B
[EC:1.7.2.5]"	168.137358876734	"K04561; nitric oxide reductase subunit B"
"Nitrifying_Week8_Sulphatereduction_rep1_DNA"	"DNA"	"Week 8"	"Sulphate reduction"	"1"	"K04561; nitric oxide reductase subunit B
[EC:1.7.2.5]"	199.725776255201	"K04561; nitric oxide reductase subunit B"
"Nitrifying_Week8_Sulphatereduction_rep2_DNA"	"DNA"	"Week 8"	"Sulphate reduction"	"2"	"K04561; nitric oxide reductase subunit B
[EC:1.7.2.5]"	199.911685251163	"K04561; nitric oxide reductase subunit B"
"Nitrifying_Week8_Sulphatereduction_rep3_DNA"	"DNA"	"Week 8"	"Sulphate reduction"	"3"	"K04561; nitric oxide reductase subunit B
[EC:1.7.2.5]"	249.745339905904	"K04561; nitric oxide reductase subunit B"
"Nitrifying_Day0_rep1_RNA"	"RNA"	"Week 0"	"Inoculum"	"1"	"K04561; nitric oxide reductase subunit B
[EC:1.7.2.5]"	29.6255510186762	"K04561; nitric oxide reductase subunit B"
"Nitrifying_Day0_rep2_RNA"	"RNA"	"Week 0"	"Inoculum"	"2"	"K04561; nitric oxide reductase subunit B
[EC:1.7.2.5]"	44.4318980961891	"K04561; nitric oxide reductase subunit B"
"Nitrifying_Day0_rep3_RNA"	"RNA"	"Week 0"	"Inoculum"	"3"	"K04561; nitric oxide reductase subunit B
[EC:1.7.2.5]"	32.0754689635032	"K04561; nitric oxide reductase subunit B"
"Nitrifying_Week4_Aerobic_rep1_RNA"	"RNA"	"Week 4"	"Aerobic"	"1"	"K04561; nitric oxide reductase subunit B
[EC:1.7.2.5]"	97.4976813833079	"K04561; nitric oxide reductase subunit B"
"Nitrifying_Week4_Aerobic_rep2_RNA"	"RNA"	"Week 4"	"Aerobic"	"2"	"K04561; nitric oxide reductase subunit B
[EC:1.7.2.5]"	88.8281768264724	"K04561; nitric oxide reductase subunit B"
"Nitrifying_Week4_Aerobic_rep3_RNA"	"RNA"	"Week 4"	"Aerobic"	"3"	"K04561; nitric oxide reductase subunit B
[EC:1.7.2.5]"	105.247495949975	"K04561; nitric oxide reductase subunit B"
"Nitrifying_Week4_Ironreduction_rep1_RNA"	"RNA"	"Week 4"	"Iron reduction"	"1"	"K04561; nitric oxide reductase subunit B
[EC:1.7.2.5]"	1.4474155624043	"K04561; nitric oxide reductase subunit B"
"Nitrifying_Week4_Ironreduction_rep2_RNA"	"RNA"	"Week 4"	"Iron reduction"	"2"	"K04561; nitric oxide reductase subunit B
[EC:1.7.2.5]"	35.1279432958044	"K04561; nitric oxide reductase subunit B"
"Nitrifying_Week4_Ironreduction_rep3_RNA"	"RNA"	"Week 4"	"Iron reduction"	"3"	"K04561; nitric oxide reductase subunit B
[EC:1.7.2.5]"	2.61958729671006	"K04561; nitric oxide reductase subunit B"
"Nitrifying_Week4_Nitratereduction_rep1_RNA"	"RNA"	"Week 4"	"Nitrate reduction"	"1"	"K04561; nitric oxide reductase subunit B
[EC:1.7.2.5]"	98.4806805435561	"K04561; nitric oxide reductase subunit B"
"Nitrifying_Week4_Nitratereduction_rep2_RNA"	"RNA"	"Week 4"	"Nitrate reduction"	"2"	"K04561; nitric oxide reductase subunit B
[EC:1.7.2.5]"	23.4470242540324	"K04561; nitric oxide reductase subunit B"
"Nitrifying_Week4_Sulphatereduction_rep1_RNA"	"RNA"	"Week 4"	"Sulphate reduction"	"1"	"K04561; nitric oxide reductase subunit B
[EC:1.7.2.5]"	37.1025590668289	"K04561; nitric oxide reductase subunit B"
"Nitrifying_Week4_Sulphatereduction_rep2_RNA"	"RNA"	"Week 4"	"Sulphate reduction"	"2"	"K04561; nitric oxide reductase subunit B
[EC:1.7.2.5]"	9.35445330547898	"K04561; nitric oxide reductase subunit B"
"Nitrifying_Week8_Aerobic_rep1_RNA"	"RNA"	"Week 8"	"Aerobic"	"1"	"K04561; nitric oxide reductase subunit B
[EC:1.7.2.5]"	2.45747708645537	"K04561; nitric oxide reductase subunit B"
"Nitrifying_Week8_Aerobic_rep2_RNA"	"RNA"	"Week 8"	"Aerobic"	"2"	"K04561; nitric oxide reductase subunit B
[EC:1.7.2.5]"	4.3063665003726	"K04561; nitric oxide reductase subunit B"
"Nitrifying_Week8_Aerobic_rep3_RNA"	"RNA"	"Week 8"	"Aerobic"	"3"	"K04561; nitric oxide reductase subunit B
[EC:1.7.2.5]"	22.4434615299773	"K04561; nitric oxide reductase subunit B"
"Nitrifying_Week8_Ironreduction_rep3_RNA"	"RNA"	"Week 8"	"Iron reduction"	"3"	"K04561; nitric oxide reductase subunit B
[EC:1.7.2.5]"	1.0852210800815	"K04561; nitric oxide reductase subunit B"
"Nitrifying_Week8_Nitratereduction_rep1_RNA"	"RNA"	"Week 8"	"Nitrate reduction"	"1"	"K04561; nitric oxide reductase subunit B
[EC:1.7.2.5]"	53.6730642551113	"K04561; nitric oxide reductase subunit B"
"Nitrifying_Week8_Nitratereduction_rep2_RNA"	"RNA"	"Week 8"	"Nitrate reduction"	"2"	"K04561; nitric oxide reductase subunit B
[EC:1.7.2.5]"	70.0361500986912	"K04561; nitric oxide reductase subunit B"
"Nitrifying_Week8_Sulphatereduction_rep1_RNA"	"RNA"	"Week 8"	"Sulphate reduction"	"1"	"K04561; nitric oxide reductase subunit B
[EC:1.7.2.5]"	11.6517947247419	"K04561; nitric oxide reductase subunit B"
"Nitrifying_Week8_Sulphatereduction_rep2_RNA"	"RNA"	"Week 8"	"Sulphate reduction"	"2"	"K04561; nitric oxide reductase subunit B
[EC:1.7.2.5]"	6.63540971143455	"K04561; nitric oxide reductase subunit B"
"Nitrifying_Week8_Sulphatereduction_rep3_RNA"	"RNA"	"Week 8"	"Sulphate reduction"	"3"	"K04561; nitric oxide reductase subunit B
[EC:1.7.2.5]"	26.2838364495336	"K04561; nitric oxide reductase subunit B"
"Nitrifying_Day0_rep1_DNA"	"DNA"	"Week 0"	"Inoculum"	"1"	"K00376; nitrous-oxide reductase [EC:1.7.2.4]"	108.315048095341	"K00376; nitrous-oxide reductase"
"Nitrifying_Day0_rep2_DNA"	"DNA"	"Week 0"	"Inoculum"	"2"	"K00376; nitrous-oxide reductase [EC:1.7.2.4]"	112.176592610258	"K00376; nitrous-oxide reductase"
"Nitrifying_Day0_rep3_DNA"	"DNA"	"Week 0"	"Inoculum"	"3"	"K00376; nitrous-oxide reductase [EC:1.7.2.4]"	118.716793718406	"K00376; nitrous-oxide reductase"
"Nitrifying_Week4_Aerobic_rep1_DNA"	"DNA"	"Week 4"	"Aerobic"	"1"	"K00376; nitrous-oxide reductase [EC:1.7.2.4]"	56.8735016915821	"K00376; nitrous-oxide reductase"
"Nitrifying_Week4_Aerobic_rep2_DNA"	"DNA"	"Week 4"	"Aerobic"	"2"	"K00376; nitrous-oxide reductase [EC:1.7.2.4]"	84.8664245773888	"K00376; nitrous-oxide reductase"
"Nitrifying_Week4_Aerobic_rep3_DNA"	"DNA"	"Week 4"	"Aerobic"	"3"	"K00376; nitrous-oxide reductase [EC:1.7.2.4]"	93.645037335405	"K00376; nitrous-oxide reductase"
"Nitrifying_Week4_Ironreduction_rep1_DNA"	"DNA"	"Week 4"	"Iron reduction"	"1"	"K00376; nitrous-oxide reductase [EC:1.7.2.4]"	95.413278847447	"K00376; nitrous-oxide reductase"
"Nitrifying_Week4_Ironreduction_rep2_DNA"	"DNA"	"Week 4"	"Iron reduction"	"2"	"K00376; nitrous-oxide reductase [EC:1.7.2.4]"	124.572746732013	"K00376; nitrous-oxide reductase"
"Nitrifying_Week4_Ironreduction_rep3_DNA"	"DNA"	"Week 4"	"Iron reduction"	"3"	"K00376; nitrous-oxide reductase [EC:1.7.2.4]"	101.581520741425	"K00376; nitrous-oxide reductase"
"Nitrifying_Week4_Nitratereduction_rep1_DNA"	"DNA"	"Week 4"	"Nitrate reduction"	"1"	"K00376; nitrous-oxide reductase [EC:1.7.2.4]"	136.905819754786	"K00376; nitrous-oxide reductase"
"Nitrifying_Week4_Nitratereduction_rep2_DNA"	"DNA"	"Week 4"	"Nitrate reduction"	"2"	"K00376; nitrous-oxide reductase [EC:1.7.2.4]"	132.429863782567	"K00376; nitrous-oxide reductase"
"Nitrifying_Week4_Sulphatereduction_rep1_DNA"	"DNA"	"Week 4"	"Sulphate reduction"	"1"	"K00376; nitrous-oxide reductase [EC:1.7.2.4]"	128.385634595266	"K00376; nitrous-oxide reductase"
"Nitrifying_Week4_Sulphatereduction_rep2_DNA"	"DNA"	"Week 4"	"Sulphate reduction"	"2"	"K00376; nitrous-oxide reductase [EC:1.7.2.4]"	124.367799830695	"K00376; nitrous-oxide reductase"
"Nitrifying_Week4_Sulphatereduction_rep3_DNA"	"DNA"	"Week 4"	"Sulphate reduction"	"3"	"K00376; nitrous-oxide reductase [EC:1.7.2.4]"	144.26376616599	"K00376; nitrous-oxide reductase"
"Nitrifying_Week8_Aerobic_rep1_DNA"	"DNA"	"Week 8"	"Aerobic"	"1"	"K00376; nitrous-oxide reductase [EC:1.7.2.4]"	34.2406628127667	"K00376; nitrous-oxide reductase"
"Nitrifying_Week8_Aerobic_rep2_DNA"	"DNA"	"Week 8"	"Aerobic"	"2"	"K00376; nitrous-oxide reductase [EC:1.7.2.4]"	36.7149390679866	"K00376; nitrous-oxide reductase"
"Nitrifying_Week8_Aerobic_rep3_DNA"	"DNA"	"Week 8"	"Aerobic"	"3"	"K00376; nitrous-oxide reductase [EC:1.7.2.4]"	29.6681497944622	"K00376; nitrous-oxide reductase"
"Nitrifying_Week8_Ironreduction_rep1_DNA"	"DNA"	"Week 8"	"Iron reduction"	"1"	"K00376; nitrous-oxide reductase [EC:1.7.2.4]"	89.4993430869232	"K00376; nitrous-oxide reductase"
"Nitrifying_Week8_Ironreduction_rep2_DNA"	"DNA"	"Week 8"	"Iron reduction"	"2"	"K00376; nitrous-oxide reductase [EC:1.7.2.4]"	82.7591832507879	"K00376; nitrous-oxide reductase"
"Nitrifying_Week8_Ironreduction_rep3_DNA"	"DNA"	"Week 8"	"Iron reduction"	"3"	"K00376; nitrous-oxide reductase [EC:1.7.2.4]"	106.086496588876	"K00376; nitrous-oxide reductase"
"Nitrifying_Week8_Nitratereduction_rep1_DNA"	"DNA"	"Week 8"	"Nitrate reduction"	"1"	"K00376; nitrous-oxide reductase [EC:1.7.2.4]"	145.987414293482	"K00376; nitrous-oxide reductase"
"Nitrifying_Week8_Nitratereduction_rep2_DNA"	"DNA"	"Week 8"	"Nitrate reduction"	"2"	"K00376; nitrous-oxide reductase [EC:1.7.2.4]"	155.927245690802	"K00376; nitrous-oxide reductase"
"Nitrifying_Week8_Nitratereduction_rep3_DNA"	"DNA"	"Week 8"	"Nitrate reduction"	"3"	"K00376; nitrous-oxide reductase [EC:1.7.2.4]"	126.535538645902	"K00376; nitrous-oxide reductase"
"Nitrifying_Week8_Sulphatereduction_rep1_DNA"	"DNA"	"Week 8"	"Sulphate reduction"	"1"	"K00376; nitrous-oxide reductase [EC:1.7.2.4]"	138.33774749615	"K00376; nitrous-oxide reductase"
